seqnames	start	end	width	strand	X.AGG.MEAN	X.AGG.COUNT	X.AGG.MAX	X.AGG.MIN
chr1	4087306	4088366	1061	*	4.8889	9	10	2
chr1	4713470	4717644	4175	*	19.4977	217	57	1
chr1	4771026	4771669	644	*	12.2381	21	35	1
chr1	4815190	4816635	1446	*	8.5	2	9	8
chr1	5723944	5737623	13680	*	18	4	29	1
chr1	6040875	6041240	366	*	1.5	4	2	1
chr1	6050399	6055035	4637	*	20.0229	131	62	1
chr1	6239367	6239476	110	*	15	9	24	12
chr1	6239959	6240146	188	*	7.8	10	13	1
chr1	6240332	6240465	134	*	8.9474	19	16	4
chr1	6257027	6261504	4478	*	17.5	30	39	1
chr1	6265715	6266717	1003	*	18.7368	76	48	1
chr1	6268880	6269804	925	*	1.0909	11	2	1
chr1	6293828	6296998	3171	*	22.8737	95	58	1
chr1	6298338	6307847	9510	*	17.3941	170	55	1
chr1	6300462	6300662	201	*	1	2	1	1
chr1	6302612	6307385	4774	*	18.6299	127	55	1
chr1	6308742	6310329	1588	*	23.4333	90	47	1
chr1	6320077	6320272	196	*	38.0714	14	68	13
chr1	6320492	6320938	447	*	37.8182	11	40	36
chr1	6321229	6321404	176	*	30.2	5	44	21
chr1	6321442	6321716	275	*	51	6	64	1
chr1	6445532	6445867	336	*	10.6	5	16	8
chr1	6451402	6455304	3903	*	17.2807	114	45	2
chr1	6479214	6481101	1888	*	21.6989	93	62	1
chr1	6479772	6480049	278	*	24.625	40	62	5
chr1	6480082	6480214	133	*	9.3333	6	24	2
chr1	6480319	6480511	193	*	19.2	5	42	4
chr1	6480598	6480748	151	*	3	3	3	3
chr1	6483649	6484661	1013	*	1.1875	16	2	1
chr1	6506209	6510250	4042	*	13	51	29	1
chr1	6519984	6521096	1113	*	9.7083	24	25	1
chr1	6525545	6526554	1010	*	4.2857	14	10	1
chr1	6531033	6531832	800	*	15.0377	53	29	4
chr1	6544666	6545706	1041	*	21.8462	39	44	1
chr1	6545857	6546572	716	*	1	6	1	1
chr1	6549247	6552551	3305	*	20.1806	72	70	1
chr1	6556439	6557465	1027	*	13.3333	24	26	1
chr1	6557583	6557962	380	*	22.5	22	46	3
chr1	6612373	6615674	3302	*	16.942	69	48	1
chr1	6639192	6641431	2240	*	23.3846	52	63	1
chr1	6659584	6665279	5696	*	7.3061	98	55	1
chr1	6672431	6673531	1101	*	20.1471	68	43	1
chr1	6673674	6674461	788	*	16.5	96	33	1
chr1	6675108	6676137	1030	*	16.7857	28	45	1
chr1	6684452	6686541	2090	*	17.8167	60	42	1
chr1	6760164	6762417	2254	*	15.3778	45	29	1
chr1	6842931	6847852	4922	*	13.9162	167	44	1
chr1	7021563	7022575	1013	*	13.619	21	34	1
chr1	7129822	7130676	855	*	20	13	33	3
chr1	7353957	7363299	9343	*	2.5	2	4	1
chr1	7592745	7600308	7564	*	8.0909	22	25	1
chr1	7729993	7730189	197	*	6	1	6	6
chr1	7739512	7741658	2147	*	8.4706	51	40	1
chr1	7763875	7764070	196	*	5.2	5	22	1
chr1	7765212	7765324	113	*	37	1	37	37
chr1	7812247	7813291	1045	*	1	1	1	1
chr1	7829922	7833380	3459	*	15.8571	63	38	1
chr1	7843294	7843692	399	*	13.4286	7	19	1
chr1	7844573	7844872	300	*	15.4348	23	20	8
chr1	8020005	8023571	3567	*	21.7576	66	51	1
chr1	8084819	8086386	1568	*	19.4928	69	46	1
chr1	8086487	8087379	893	*	18.1538	39	42	1
chr1	8276961	8278102	1142	*	21.6182	55	58	1
chr1	8378026	8378956	931	*	18.2963	54	48	1
chr1	8481563	8485879	4317	*	13.1443	97	43	1
chr1	8760127	8764866	4740	*	16.5	48	46	1
chr1	8874155	8879529	5375	*	13.6061	66	45	2
chr1	8936237	8939952	3716	*	17.6136	88	47	1
chr1	9188360	9189328	969	*	16.5682	44	36	2
chr1	9189426	9189893	468	*	17.9167	12	33	9
chr1	9239993	9244942	4950	*	12.1667	54	53	1
chr1	9258459	9258982	524	*	18.1935	31	38	1
chr1	9261453	9262352	900	*	14.6	5	32	1
chr1	9262469	9262745	277	*	50	1	50	50
chr1	9293364	9296520	3157	*	10.4211	57	55	1
chr1	9308211	9316170	7960	*	9.4	15	25	1
chr1	9352036	9352841	806	*	8.1667	30	24	1
chr1	9353214	9354269	1056	*	20.1707	82	43	4
chr1	9488112	9490102	1991	*	15.25	4	20	1
chr1	9555037	9555895	859	*	6.3333	9	11	1
chr1	9599133	9601171	2039	*	6.6981	53	13	1
chr1	9648587	9650611	2025	*	32.551	98	70	1
chr1	9710628	9713750	3123	*	22.9775	89	59	1
chr1	9746146	9751938	5793	*	14.6697	109	44	1
chr1	9881592	9886426	4835	*	18.0797	138	54	1
chr1	9882687	9884062	1376	*	21.9452	73	54	1
chr1	9884199	9884848	650	*	15.1389	36	35	2
chr1	9935409	9935568	160	*	15	5	15	15
chr1	9968321	9972191	3871	*	15.2	70	55	1
chr1	10001577	10005032	3456	*	22.4074	27	66	1
chr1	10057241	10057455	215	*	4	3	4	4
chr1	10057477	10057674	198	*	5	3	5	5
chr1	10057808	10058155	348	*	11.1702	47	27	1
chr1	10092074	10095661	3588	*	7.6364	33	18	1
chr1	10268810	10273314	4505	*	14.2705	122	30	1
chr1	10457377	10461591	4215	*	4.5256	78	20	1
chr1	10489105	10492468	3364	*	34.3	10	68	1
chr1	10530750	10533937	3188	*	13.3243	37	29	1
chr1	10533999	10537041	3043	*	7.4286	14	13	1
chr1	10578731	10579904	1174	*	3	3	3	3
chr1	10697833	10700300	2468	*	6.641	78	19	1
chr1	10710028	10710448	421	*	1.5	2	2	1
chr1	10710915	10711057	143	*	7	6	10	5
chr1	10752862	10756396	3535	*	9.9333	135	40	1
chr1	10764062	10764913	852	*	7.5357	28	24	1
chr1	10852422	10857677	5256	*	17.9231	156	52	1
chr1	10895463	10896237	775	*	14.2188	32	38	1
chr1	10948160	10950124	1965	*	13.9444	54	42	1
chr1	11001882	11002148	267	*	1	2	1	1
chr1	11040619	11040997	379	*	6.4286	7	14	1
chr1	11071483	11074953	3471	*	13.4032	62	39	1
chr1	11105555	11106067	513	*	7.5	10	30	1
chr1	11117899	11122120	4222	*	13.6436	101	35	1
chr1	11158499	11160651	2153	*	25.8462	26	42	6
chr1	11320961	11324131	3171	*	16.4222	45	34	1
chr1	11332765	11334766	2002	*	17.325	40	38	1
chr1	11538473	11540745	2273	*	17.7	130	51	1
chr1	11559157	11560437	1281	*	1	2	1	1
chr1	11709971	11710910	940	*	15.0909	22	31	3
chr1	11712343	11716698	4356	*	13.2787	61	33	1
chr1	11723946	11725315	1370	*	13	84	40	1
chr1	11740211	11742499	2289	*	24.8571	63	55	1
chr1	11748921	11754053	5133	*	15.2696	115	76	1
chr1	11791823	11792335	513	*	1	2	1	1
chr1	11795013	11798381	3369	*	1.4615	13	3	1
chr1	11821989	11822786	798	*	15.3	10	38	1
chr1	11847459	11847619	161	*	1	2	1	1
chr1	11862269	11868134	5866	*	15.4576	59	36	1
chr1	11918760	11919482	723	*	22.2857	35	47	1
chr1	11958585	11959244	660	*	10.8077	26	18	2
chr1	11958646	11959744	1099	*	10.8077	26	18	2
chr1	11968061	11970031	1971	*	16.4286	7	19	13
chr1	11983965	11987288	3324	*	22.8824	34	58	2
chr1	11993601	11996041	2441	*	12.4286	35	22	5
chr1	12038870	12042224	3355	*	21.6939	49	46	1
chr1	12078803	12080953	2151	*	14.6346	52	42	1
chr1	12122341	12125450	3110	*	21.814	43	46	1
chr1	12138659	12139927	1269	*	1.5833	12	3	1
chr1	12226675	12227820	1146	*	17.2955	44	45	1
chr1	12289140	12292367	3228	*	12.9537	108	32	1
chr1	12600062	12600836	775	*	12.1905	21	17	4
chr1	12654674	12655420	747	*	18	11	36	1
chr1	12655556	12655759	204	*	15.6	10	19	8
chr1	12656122	12656475	354	*	26.3571	14	36	21
chr1	12674294	12680753	6460	*	25.9286	70	53	1
chr1	12774291	12779842	5552	*	2.2	5	5	1
chr1	13839382	13840073	692	*	2.6111	18	6	1
chr1	13840211	13840674	464	*	19.8605	43	35	1
chr1	13908537	13913553	5017	*	15.5397	63	34	1
chr1	14025301	14028527	3227	*	11.9487	78	26	2
chr1	14074292	14077758	3467	*	13.9143	105	47	1
chr1	14218480	14220514	2035	*	18.5	46	33	1
chr1	14923365	14927837	4473	*	11.7885	104	61	1
chr1	15059169	15060569	1401	*	17	6	31	2
chr1	15085167	15095642	10476	*	1	3	1	1
chr1	15249419	15252697	3279	*	21.1905	147	53	1
chr1	15416763	15417322	560	*	9.5	2	11	8
chr1	15478011	15482473	4463	*	17.6939	147	56	1
chr1	15512728	15514386	1659	*	3.9091	11	11	1
chr1	15532710	15534566	1857	*	1.1667	6	2	1
chr1	15573521	15574527	1007	*	10.2609	23	19	5
chr1	15598868	15599243	376	*	7.8	5	9	6
chr1	15710510	15711937	1428	*	7.8182	11	19	1
chr1	15734708	15738332	3625	*	16.1667	90	43	1
chr1	15848886	15855284	6399	*	17.0962	52	39	3
chr1	15910831	15911871	1041	*	19.8367	49	48	2
chr1	15929409	15930351	943	*	18.6429	14	37	1
chr1	15942257	15946207	3951	*	7.5814	43	20	1
chr1	16009504	16012861	3358	*	15.7303	89	53	1
chr1	16083396	16087421	4026	*	13.9012	81	39	1
chr1	16159503	16163848	4346	*	13.1034	87	59	1
chr1	16173032	16178072	5041	*	10.7313	134	30	1
chr1	16301203	16303286	2084	*	14.7121	66	37	1
chr1	16339175	16340315	1141	*	7.1579	38	30	1
chr1	16374300	16376026	1727	*	5	6	5	5
chr1	16374993	16375700	708	*	5	6	5	5
chr1	16398647	16401484	2838	*	16.9242	66	45	2
chr1	16441310	16443091	1782	*	2	5	4	1
chr1	16471815	16473626	1812	*	6.8125	16	35	1
chr1	16479101	16483845	4745	*	19.7541	61	48	1
chr1	16493752	16494047	296	*	13	2	13	13
chr1	16494295	16494544	250	*	13.6364	22	20	3
chr1	16532161	16535152	2992	*	10.7447	47	43	1
chr1	16537398	16539972	2575	*	1.875	8	3	1
chr1	16538209	16539667	1459	*	2	7	3	1
chr1	16541916	16545342	3427	*	17.7619	21	41	1
chr1	16552831	16553580	750	*	13.6667	6	14	13
chr1	16554060	16554253	194	*	2.3571	14	3	2
chr1	16562484	16564488	2005	*	21.098	51	38	4
chr1	16676650	16680374	3725	*	7	32	20	1
chr1	16692740	16696042	3303	*	7.8529	34	44	1
chr1	16765949	16769134	3186	*	9.3214	28	34	1
chr1	16824575	16826801	2227	*	19.5222	90	43	8
chr1	16846973	16848193	1221	*	5	4	17	1
chr1	16857782	16863737	5956	*	29	15	55	8
chr1	16917409	16954769	37361	*	20.9231	26	73	1
chr1	16938402	16941065	2664	*	45	7	73	24
chr1	16969810	16972135	2326	*	82	35	146	10
chr1	16973879	16975210	1332	*	7	6	12	2
chr1	17018664	17021849	3186	*	10.2838	74	51	1
chr1	17025103	17029136	4034	*	9.7111	45	29	1
chr1	17033102	17035194	2093	*	11	5	26	1
chr1	17053958	17054069	112	*	1	1	1	1
chr1	17085702	17086232	531	*	1	4	1	1
chr1	17197346	17200890	3545	*	15.25	12	30	3
chr1	17214815	17216667	1853	*	24.5	16	33	1
chr1	17222589	17223648	1060	*	4.6667	3	6	2
chr1	17230674	17231874	1201	*	1	3	1	1
chr1	17239613	17241644	2032	*	15.8947	95	35	1
chr1	17247661	17249629	1969	*	1	6	1	1
chr1	17304570	17308521	3952	*	11.7397	73	37	1
chr1	17337377	17338881	1505	*	7.3333	18	24	1
chr1	17379199	17381185	1987	*	24.6	25	43	8
chr1	17444727	17446801	2075	*	8.6667	30	31	1
chr1	17759556	17768538	8983	*	9.2955	132	31	1
chr1	17860996	17882819	21824	*	15.7381	126	55	1
chr1	17864609	17868722	4114	*	16.2881	118	55	1
chr1	17887367	17904321	16955	*	6.0857	35	25	1
chr1	18432782	18438868	6087	*	12.5308	130	46	1
chr1	18616402	18627866	11465	*	7.125	8	22	1
chr1	18711879	18712384	506	*	24	3	27	18
chr1	18883819	18885474	1656	*	2.4	10	4	2
chr1	18947185	18987524	40340	*	15.0217	368	80	1
chr1	18956598	18956795	198	*	1	6	1	1
chr1	18957143	18957849	707	*	28.0312	32	61	2
chr1	18957892	18958510	619	*	20.875	24	26	15
chr1	18969556	18970217	662	*	1.5714	7	2	1
chr1	19043081	19044021	941	*	17.9655	29	28	1
chr1	19110510	19111317	808	*	4.6429	14	12	1
chr1	19227238	19230776	3539	*	16.6377	69	52	1
chr1	19275667	19277107	1441	*	12.8889	18	44	1
chr1	19280860	19284908	4049	*	16.2389	180	51	1
chr1	19534490	19538926	4437	*	11.1552	58	26	1
chr1	19576210	19580860	4651	*	5.125	16	13	1
chr1	19615259	19615850	592	*	2.6667	9	4	1
chr1	19636734	19640533	3800	*	12.3978	93	43	1
chr1	19777815	19790981	13167	*	6.75	12	24	1
chr1	19808048	19808980	933	*	14	2	14	14
chr1	19809921	19813634	3714	*	11.8182	66	46	1
chr1	19921925	19925509	3585	*	9.4894	47	32	1
chr1	19969463	19973011	3549	*	12.5634	142	57	1
chr1	19990733	19992941	2209	*	15.5842	101	45	1
chr1	20126001	20127030	1030	*	14.1132	53	45	1
chr1	20207816	20210968	3153	*	26.7442	43	42	2
chr1	20478566	20478946	381	*	4	6	6	2
chr1	20511769	20513762	1994	*	11.8261	23	38	1
chr1	20616920	20618857	1938	*	7.5	14	23	1
chr1	20669726	20669916	191	*	3.8	5	8	1
chr1	20692356	20693911	1556	*	11.9286	28	33	1
chr1	20809344	20815112	5769	*	15.5547	128	44	1
chr1	20820349	20821164	816	*	1	2	1	1
chr1	20833370	20835519	2150	*	21.55	20	27	14
chr1	20877669	20881539	3871	*	16.2906	117	54	1
chr1	20950038	20971020	20983	*	12.9873	79	59	2
chr1	20959042	20962198	3157	*	12.8378	74	59	3
chr1	20985862	20989713	3852	*	19.5085	59	53	1
chr1	21022797	21023899	1103	*	17.8333	12	31	1
chr1	21043404	21045322	1919	*	10.5893	56	26	1
chr1	21053625	21055304	1680	*	2	3	2	2
chr1	21057036	21060706	3671	*	11.2788	104	35	1
chr1	21110689	21115858	5170	*	10.427	89	32	1
chr1	21500148	21504860	4713	*	14.4819	83	44	1
chr1	21615084	21618317	3234	*	14.5286	70	45	1
chr1	21631611	21642106	10496	*	1	1	1	1
chr1	21661489	21661661	173	*	1.8	5	3	1
chr1	21670178	21673889	3712	*	16.8444	90	50	1
chr1	21765269	21768244	2976	*	9.7222	18	38	1
chr1	21834493	21838408	3916	*	23.5581	43	38	1
chr1	21948150	21949934	1785	*	14.3333	51	34	1
chr1	21948581	21948959	379	*	17.3462	26	34	3
chr1	21949173	21949534	362	*	1	1	1	1
chr1	21977338	21979354	2017	*	6.3529	34	15	1
chr1	21978647	21978862	216	*	14	2	14	14
chr1	21985746	21986470	725	*	12.96	25	32	2
chr1	21994243	21997510	3268	*	19.6491	57	47	1
chr1	22107291	22111331	4041	*	6.3704	27	24	1
chr1	22140578	22141275	698	*	14.1053	19	25	2
chr1	22262472	22263671	1200	*	7.6667	15	13	2
chr1	22264131	22264451	321	*	15	21	31	1
chr1	22350055	22353827	3773	*	7.0952	21	20	1
chr1	22378137	22381487	3351	*	14.6964	56	37	1
chr1	22467242	22469584	2343	*	20.3243	111	37	1
chr1	22470219	22470514	296	*	12.3333	6	34	1
chr1	22646912	22648532	1621	*	1	4	1	1
chr1	22777423	22780425	3003	*	11.1842	38	31	1
chr1	22889518	22889847	330	*	25.3929	28	33	1
chr1	22890213	22890815	603	*	33.2308	13	58	1
chr1	22952617	22953129	513	*	1	2	1	1
chr1	23036695	23037183	489	*	23.1351	37	35	17
chr1	23037592	23038624	1033	*	20.5088	57	45	1
chr1	23344476	23348824	4349	*	10.6271	59	35	2
chr1	23492476	23496771	4296	*	17.8375	80	38	1
chr1	23503724	23504919	1196	*	14.3824	34	32	2
chr1	23541986	23545428	3443	*	17.9531	64	58	1
chr1	23667834	23672644	4811	*	12.5	106	28	1
chr1	23693436	23697008	3573	*	8.9767	43	46	1
chr1	23730273	23730524	252	*	4.6667	6	19	1
chr1	23750480	23752105	1626	*	10.5185	54	43	1
chr1	23808579	23812496	3918	*	21.2281	57	72	2
chr1	23856023	23859075	3053	*	25.1899	79	59	1
chr1	23879771	23887601	7831	*	23.7658	111	58	1
chr1	23894038	23895918	1881	*	6.8462	26	18	1
chr1	23894603	23895582	980	*	6.92	25	18	1
chr1	23945916	23946683	768	*	1	10	1	1
chr1	24017206	24022071	4866	*	11.1579	19	39	1
chr1	24068343	24072265	3923	*	13.1522	92	36	1
chr1	24116213	24120055	3843	*	14.6471	17	25	1
chr1	24125004	24129019	4016	*	9.6905	42	29	1
chr1	24150623	24152595	1973	*	11.1111	18	32	1
chr1	24164462	24165054	593	*	4	1	4	4
chr1	24193615	24195458	1844	*	22.78	50	42	1
chr1	24228836	24230171	1336	*	17.8421	19	28	5
chr1	24263004	24263858	855	*	1	1	1	1
chr1	24284517	24288676	4160	*	17.5342	73	76	2
chr1	24303167	24308233	5067	*	7.871	31	17	3
chr1	24397340	24398361	1022	*	2.5	4	3	2
chr1	24397704	24397810	107	*	3	1	3	3
chr1	24476838	24477802	965	*	1	1	1	1
chr1	24512218	24515380	3163	*	15.549	51	38	1
chr1	24645673	24646319	647	*	20	5	25	1
chr1	24647818	24649880	2063	*	17.4306	72	37	1
chr1	24739448	24740500	1053	*	5.1818	11	10	1
chr1	24741217	24743580	2364	*	21.5556	9	38	1
chr1	24827599	24831165	3567	*	20	99	33	1
chr1	24881879	24882613	735	*	12.3846	13	22	1
chr1	24882755	24882913	159	*	17	6	21	15
chr1	24967354	24972353	5000	*	14.2759	87	44	1
chr1	25071705	25073768	2064	*	18.1379	87	42	1
chr1	25174284	25175886	1603	*	5.5208	48	11	1
chr1	25248522	25266153	17632	*	13.8224	214	52	1
chr1	25255386	25256341	956	*	12.4694	49	37	1
chr1	25256787	25257260	474	*	14.325	40	34	2
chr1	25257382	25257647	266	*	5	1	5	5
chr1	25257775	25257978	204	*	7.0625	16	11	1
chr1	25258093	25258877	785	*	7.8125	16	13	1
chr1	25258289	25258523	235	*	9.6667	12	13	1
chr1	25258543	25258792	250	*	1	2	1	1
chr1	25557271	25560841	3571	*	15.6061	33	43	1
chr1	25565645	25567666	2022	*	22.25	4	23	22
chr1	25571638	25575734	4097	*	16.7642	106	49	1
chr1	25592595	25594745	2151	*	14.5714	7	20	1
chr1	25662424	25666978	4555	*	16.7297	37	38	5
chr1	25755282	25759437	4156	*	19.0455	110	37	1
chr1	25869673	25871659	1987	*	20.0469	64	54	1
chr1	25891677	25896960	5284	*	2.3846	26	6	1
chr1	25941336	25946065	4730	*	13.4839	155	48	1
chr1	26026379	26036410	10032	*	1.125	8	2	1
chr1	26107114	26107322	209	*	1	1	1	1
chr1	26126417	26126553	137	*	57.5455	11	63	53
chr1	26126884	26127774	891	*	26.7778	9	43	1
chr1	26144593	26148733	4141	*	19.8636	66	40	1
chr1	26184068	26187384	3317	*	14.0625	32	35	1
chr1	26200509	26203862	3354	*	28.2174	23	52	1
chr1	26230047	26234547	4501	*	13.2533	75	33	2
chr1	26247870	26251172	3303	*	21.2394	71	40	1
chr1	26323345	26325133	1789	*	1.1111	9	2	1
chr1	26360509	26363525	3017	*	11.3056	36	27	1
chr1	26372151	26372363	213	*	3	6	3	3
chr1	26372630	26373463	834	*	14.2121	33	31	2
chr1	26436450	26440110	3661	*	17.6761	71	30	1
chr1	26480958	26484304	3347	*	3	6	5	1
chr1	26486858	26489870	3013	*	12.8841	69	33	1
chr1	26490016	26493015	3000	*	14.4815	54	31	4
chr1	26495691	26497602	1912	*	6.4583	24	19	1
chr1	26503990	26504199	210	*	13.8333	6	31	8
chr1	26551082	26553402	2321	*	19.7083	24	37	1
chr1	26559350	26562983	3634	*	17.7568	37	48	1
chr1	26604848	26609658	4811	*	14.6923	39	42	1
chr1	26631503	26634575	3073	*	2	2	2	2
chr1	26661221	26664252	3032	*	14.375	40	30	1
chr1	26685260	26688298	3039	*	5.6538	52	15	1
chr1	26734462	26742560	8099	*	18.4773	44	63	1
chr1	26743301	26747279	3979	*	1.4	5	2	1
chr1	26757307	26760543	3237	*	1.8571	7	2	1
chr1	26796184	26801456	5273	*	12.1538	39	29	1
chr1	26825935	26829173	3239	*	17.569	58	43	1
chr1	26855046	26859440	4395	*	19.6727	110	42	1
chr1	26944698	26949338	4641	*	15.75	44	38	1
chr1	27017871	27028826	10956	*	10.8837	172	25	1
chr1	27112795	27116690	3896	*	17.413	46	33	1
chr1	27151910	27155059	3150	*	13.4156	77	58	1
chr1	27190044	27193063	3020	*	16.4286	42	44	1
chr1	27215369	27217554	2186	*	11.9333	30	21	1
chr1	27224909	27228461	3553	*	8.0769	26	23	1
chr1	27246985	27250426	3442	*	21.0217	46	46	2
chr1	27284763	27288483	3721	*	15.9184	49	38	1
chr1	27319102	27323197	4096	*	15.8382	68	43	1
chr1	27324223	27324958	736	*	1	3	1	1
chr1	27333182	27340307	7126	*	19.6383	47	63	1
