seqnames	start	end	width	strand	X.AGG.MEAN	X.AGG.COUNT	X.AGG.MAX	X.AGG.MIN
chr1	2983553	2988340	4788	*	22.4444	243	97	1
chr1	2989659	2991051	1393	*	15.3333	6	40	3
chr1	3163783	3164642	860	*	18	4	19	17
chr1	3268439	3269497	1059	*	2	2	3	1
chr1	3309862	3310974	1113	*	34.4615	39	59	1
chr1	3371499	3372411	913	*	21.5789	19	60	6
chr1	3446813	3448822	2010	*	21.0946	74	83	1
chr1	3526960	3528187	1228	*	31.7949	39	68	2
chr1	3540354	3541558	1205	*	27.7925	53	82	2
chr1	3541833	3542544	712	*	16.4167	36	29	4
chr1	3564919	3570678	5760	*	23.5137	183	70	1
chr1	3623135	3625361	2227	*	10.6	20	51	1
chr1	3662174	3664303	2130	*	18.8636	44	48	1
chr1	3688212	3689149	938	*	16.2	15	29	1
chr1	3689235	3689898	664	*	18.9412	34	71	1
chr1	3711401	3714182	2782	*	27.3548	62	92	3
chr1	3772060	3775583	3524	*	32.3696	46	81	1
chr1	3814780	3818875	4096	*	23.6226	53	95	1
chr1	4087306	4088366	1061	*	1	3	1	1
chr1	4713470	4717644	4175	*	26.5	208	82	1
chr1	4771026	4771669	644	*	7.1538	13	13	1
chr1	4815190	4816635	1446	*	6.5	2	7	6
chr1	5723944	5737623	13680	*	14.5	2	27	2
chr1	6050399	6055035	4637	*	23.9074	108	82	1
chr1	6239367	6239476	110	*	12.6667	9	44	2
chr1	6239959	6240146	188	*	10.5714	7	11	10
chr1	6240332	6240465	134	*	18.2632	19	52	6
chr1	6257027	6261504	4478	*	22.9565	23	38	5
chr1	6265715	6266717	1003	*	23.2319	69	84	1
chr1	6268880	6269804	925	*	1	10	1	1
chr1	6293828	6296998	3171	*	30.3297	91	68	1
chr1	6298338	6307847	9510	*	19.0137	146	55	1
chr1	6302612	6307385	4774	*	19.973	111	55	1
chr1	6308742	6310329	1588	*	37.8718	78	133	1
chr1	6320077	6320272	196	*	29.9286	14	61	14
chr1	6320492	6320938	447	*	34.4545	11	44	23
chr1	6321229	6321404	176	*	25.4	5	50	9
chr1	6321442	6321716	275	*	37.5	6	58	1
chr1	6445532	6445867	336	*	10	4	18	1
chr1	6451402	6455304	3903	*	28.0268	112	96	1
chr1	6479214	6481101	1888	*	25.9479	96	77	1
chr1	6479772	6480049	278	*	23.275	40	77	10
chr1	6480082	6480214	133	*	25	2	25	25
chr1	6480319	6480511	193	*	44	2	44	44
chr1	6480598	6480748	151	*	2	3	2	2
chr1	6483649	6484661	1013	*	1	6	1	1
chr1	6506209	6510250	4042	*	18.1087	46	44	1
chr1	6519984	6521096	1113	*	11.2	15	34	1
chr1	6525545	6526554	1010	*	10.0909	11	19	1
chr1	6531033	6531832	800	*	28.8305	59	114	2
chr1	6544666	6545706	1041	*	25.7692	39	44	3
chr1	6545857	6546572	716	*	1	4	1	1
chr1	6549247	6552551	3305	*	19.2203	59	75	1
chr1	6556439	6557465	1027	*	26.7778	18	68	9
chr1	6557583	6557962	380	*	17.3182	22	38	1
chr1	6612373	6615674	3302	*	22.8571	63	68	1
chr1	6639192	6641431	2240	*	29.6279	43	59	1
chr1	6659584	6665279	5696	*	14.4167	72	69	1
chr1	6672431	6673531	1101	*	29.4677	62	84	1
chr1	6673674	6674461	788	*	24.4891	92	89	1
chr1	6675108	6676137	1030	*	15.6552	29	55	1
chr1	6684452	6686541	2090	*	40.0638	47	67	1
chr1	6760164	6762417	2254	*	22.3056	36	42	15
chr1	6842931	6847852	4922	*	22.5127	158	123	1
chr1	7021563	7022575	1013	*	12.9375	16	56	2
chr1	7129822	7130676	855	*	14.8571	7	16	14
chr1	7353957	7363299	9343	*	1.3333	3	2	1
chr1	7592745	7600308	7564	*	14.25	20	40	1
chr1	7739512	7741658	2147	*	14.5366	41	79	1
chr1	7763875	7764070	196	*	25	1	25	25
chr1	7765212	7765324	113	*	6	1	6	6
chr1	7829922	7833380	3459	*	28.5769	52	70	1
chr1	7843294	7843692	399	*	29	7	51	1
chr1	7844573	7844872	300	*	11.6522	23	23	2
chr1	8020005	8023571	3567	*	26.9104	67	46	1
chr1	8084819	8086386	1568	*	32.5	54	73	5
chr1	8086487	8087379	893	*	18.8649	37	49	5
chr1	8276961	8278102	1142	*	19.102	49	54	2
chr1	8378026	8378956	931	*	27.8542	48	72	1
chr1	8481563	8485879	4317	*	13.1188	101	56	1
chr1	8760127	8764866	4740	*	23.0732	41	69	1
chr1	8874155	8879529	5375	*	17.2542	59	75	1
chr1	8936237	8939952	3716	*	25.9459	74	74	2
chr1	9188360	9189328	969	*	23.2826	46	54	1
chr1	9189426	9189893	468	*	34.5833	12	61	16
chr1	9239993	9244942	4950	*	15.0426	47	50	1
chr1	9258459	9258982	524	*	38.2143	28	61	28
chr1	9261453	9262352	900	*	1	3	1	1
chr1	9262469	9262745	277	*	28	1	28	28
chr1	9293364	9296520	3157	*	16.425	40	70	4
chr1	9308211	9316170	7960	*	10.3333	9	27	3
chr1	9352036	9352841	806	*	12.9259	27	29	4
chr1	9353214	9354269	1056	*	21.1951	82	50	6
chr1	9488112	9490102	1991	*	19	3	19	19
chr1	9555037	9555895	859	*	6.1429	7	11	1
chr1	9599133	9601171	2039	*	27.7879	33	59	1
chr1	9648587	9650611	2025	*	33.101	99	98	1
chr1	9710628	9713750	3123	*	31.7949	78	81	1
chr1	9746146	9751938	5793	*	18.2277	101	109	1
chr1	9881592	9886426	4835	*	26.063	127	79	1
chr1	9882687	9884062	1376	*	33.411	73	79	1
chr1	9884199	9884848	650	*	15.9615	26	33	1
chr1	9935409	9935568	160	*	17.4	5	21	3
chr1	9968321	9972191	3871	*	26.3871	62	63	1
chr1	10001577	10005032	3456	*	25.7391	23	62	1
chr1	10057477	10057674	198	*	1	3	1	1
chr1	10057808	10058155	348	*	17.8478	46	50	1
chr1	10092074	10095661	3588	*	5.0526	19	8	1
chr1	10268810	10273314	4505	*	22.5922	103	50	3
chr1	10457377	10461591	4215	*	4.0625	32	15	1
chr1	10489105	10492468	3364	*	21.4545	11	50	1
chr1	10530750	10533937	3188	*	8.2188	32	20	1
chr1	10533999	10537041	3043	*	4.9333	15	13	1
chr1	10697833	10700300	2468	*	11.4941	85	62	1
chr1	10710915	10711057	143	*	5	6	5	5
chr1	10752862	10756396	3535	*	17.027	111	93	1
chr1	10764062	10764913	852	*	7.5769	26	31	1
chr1	10852422	10857677	5256	*	26.1226	155	130	1
chr1	10895463	10896237	775	*	13.9643	28	31	5
chr1	10948160	10950124	1965	*	21.5424	59	81	1
chr1	11001882	11002148	267	*	1	1	1	1
chr1	11040619	11040997	379	*	15.5	4	17	14
chr1	11071483	11074953	3471	*	23.3265	49	37	13
chr1	11105555	11106067	513	*	3	3	5	2
chr1	11117899	11122120	4222	*	25.5926	81	55	5
chr1	11158499	11160651	2153	*	21.1667	24	41	1
chr1	11320961	11324131	3171	*	23.4211	38	45	1
chr1	11332765	11334766	2002	*	7.7105	38	25	1
chr1	11538473	11540745	2273	*	19.9462	130	86	1
chr1	11709971	11710910	940	*	14.3	20	45	1
chr1	11712343	11716698	4356	*	14.9365	63	50	1
chr1	11723946	11725315	1370	*	23.6575	73	66	1
chr1	11740211	11742499	2289	*	42.7719	57	123	1
chr1	11748921	11754053	5133	*	13.8411	107	77	1
chr1	11795013	11798381	3369	*	1	4	1	1
chr1	11821989	11822786	798	*	12.4286	7	26	1
chr1	11847459	11847619	161	*	1	2	1	1
chr1	11862269	11868134	5866	*	28.8302	53	73	1
chr1	11918760	11919482	723	*	20.7097	31	33	1
chr1	11958585	11959244	660	*	7.3889	18	26	1
chr1	11958646	11959744	1099	*	7.3889	18	26	1
chr1	11968061	11970031	1971	*	1.5714	7	2	1
chr1	11983965	11987288	3324	*	35.7647	34	147	1
chr1	11993601	11996041	2441	*	9.0286	35	16	2
chr1	12038870	12042224	3355	*	18.9167	48	60	1
chr1	12078803	12080953	2151	*	11.9688	32	67	1
chr1	12122341	12125450	3110	*	18.4412	34	51	1
chr1	12226675	12227820	1146	*	14.0732	41	72	1
chr1	12289140	12292367	3228	*	23.0333	90	51	1
chr1	12600062	12600836	775	*	6.25	20	14	1
chr1	12654674	12655420	747	*	20	13	46	1
chr1	12655556	12655759	204	*	20.4	10	36	3
chr1	12656122	12656475	354	*	17.5714	14	55	2
chr1	12674294	12680753	6460	*	37.2647	68	104	1
chr1	13839382	13840073	692	*	8.7143	14	19	1
chr1	13840211	13840674	464	*	38.6286	35	89	1
chr1	13908537	13913553	5017	*	18.2083	48	53	2
chr1	14025301	14028527	3227	*	17.7636	55	41	3
chr1	14074292	14077758	3467	*	19.2022	89	64	1
chr1	14218480	14220514	2035	*	13.4634	41	31	1
chr1	14923365	14927837	4473	*	13.2073	82	57	1
chr1	15059169	15060569	1401	*	5.5714	7	12	1
chr1	15085167	15095642	10476	*	1	1	1	1
chr1	15249419	15252697	3279	*	29.2252	151	86	1
chr1	15416763	15417322	560	*	1	1	1	1
chr1	15478011	15482473	4463	*	24	141	62	1
chr1	15512728	15514386	1659	*	3.4	10	10	1
chr1	15573521	15574527	1007	*	15.4444	9	24	8
chr1	15598868	15599243	376	*	7	5	7	7
chr1	15710510	15711937	1428	*	37.5	4	52	23
chr1	15734708	15738332	3625	*	21.6282	78	67	1
chr1	15848886	15855284	6399	*	11.4694	49	31	1
chr1	15910831	15911871	1041	*	39.1944	36	81	6
chr1	15929409	15930351	943	*	11.1538	13	20	1
chr1	15942257	15946207	3951	*	4.4194	31	9	1
chr1	16009504	16012861	3358	*	17	99	67	1
chr1	16083396	16087421	4026	*	19.7067	75	57	1
chr1	16159503	16163848	4346	*	16.678	59	74	1
chr1	16173032	16178072	5041	*	19.2371	97	74	1
chr1	16301203	16303286	2084	*	22.8448	58	62	1
chr1	16339175	16340315	1141	*	13.4167	24	31	1
chr1	16374300	16376026	1727	*	1	5	1	1
chr1	16374993	16375700	708	*	1	3	1	1
chr1	16398647	16401484	2838	*	18.4407	59	62	1
chr1	16441310	16443091	1782	*	1	4	1	1
chr1	16471815	16473626	1812	*	7.125	8	23	1
chr1	16479101	16483845	4745	*	24.8824	51	85	1
chr1	16493752	16494047	296	*	20	2	20	20
chr1	16494295	16494544	250	*	16.9	20	26	2
chr1	16532161	16535152	2992	*	18.129	31	74	1
chr1	16537398	16539972	2575	*	2	3	2	2
chr1	16538209	16539667	1459	*	2	3	2	2
chr1	16541916	16545342	3427	*	17.5882	17	40	1
chr1	16552831	16553580	750	*	4.1111	18	17	1
chr1	16562484	16564488	2005	*	31.0417	48	75	1
chr1	16676650	16680374	3725	*	17.1538	13	25	1
chr1	16692740	16696042	3303	*	17.9286	14	57	1
chr1	16765949	16769134	3186	*	14.5	10	26	1
chr1	16824575	16826801	2227	*	21.375	88	70	1
chr1	16846973	16848193	1221	*	37	1	37	37
chr1	16857782	16863737	5956	*	39.1667	12	66	10
chr1	16917409	16954769	37361	*	35	23	187	1
chr1	16938402	16941065	2664	*	31.7143	7	54	15
chr1	16969810	16972135	2326	*	90.8387	31	170	50
chr1	16973879	16975210	1332	*	8	3	8	8
chr1	17018664	17021849	3186	*	14.4	55	57	1
chr1	17025103	17029136	4034	*	10.7234	47	40	1
chr1	17033102	17035194	2093	*	9	2	9	9
chr1	17197346	17200890	3545	*	17.1429	7	36	3
chr1	17214815	17216667	1853	*	26.1429	21	55	1
chr1	17222589	17223648	1060	*	3	2	3	3
chr1	17230674	17231874	1201	*	1	2	1	1
chr1	17239613	17241644	2032	*	26.9425	87	61	1
chr1	17247661	17249629	1969	*	1	5	1	1
chr1	17304570	17308521	3952	*	29.4706	51	98	1
chr1	17337377	17338881	1505	*	3.087	23	12	1
chr1	17379199	17381185	1987	*	11.24	25	17	1
chr1	17444727	17446801	2075	*	11.1786	28	29	1
chr1	17759556	17768538	8983	*	16.6875	112	64	1
chr1	17860996	17882819	21824	*	28.0855	117	113	1
chr1	17864609	17868722	4114	*	29.7037	108	113	1
chr1	17887367	17904321	16955	*	7.5238	21	21	1
chr1	18432782	18438868	6087	*	15.5111	90	65	1
chr1	18616402	18627866	11465	*	6.8571	7	28	1
chr1	18711879	18712384	506	*	12.3333	3	14	9
chr1	18947185	18987524	40340	*	17.0655	290	73	1
chr1	18956598	18956795	198	*	1	1	1	1
chr1	18957143	18957849	707	*	21.5	30	63	2
chr1	18957892	18958510	619	*	23.9167	24	41	10
chr1	18969556	18970217	662	*	2	3	2	2
chr1	19043081	19044021	941	*	34.5	24	79	4
chr1	19110510	19111317	808	*	4	2	4	4
chr1	19227238	19230776	3539	*	24.4667	60	48	2
chr1	19275667	19277107	1441	*	7.3077	13	17	1
chr1	19280860	19284908	4049	*	24.9448	163	63	1
chr1	19534490	19538926	4437	*	22.4211	38	47	1
chr1	19576210	19580860	4651	*	3.4783	23	9	1
chr1	19615259	19615850	592	*	1	9	1	1
chr1	19636734	19640533	3800	*	17.5375	80	55	1
chr1	19777815	19790981	13167	*	7.3333	9	14	1
chr1	19808048	19808980	933	*	9	2	9	9
chr1	19809921	19813634	3714	*	20.1667	54	65	1
chr1	19921925	19925509	3585	*	11.5	34	32	1
chr1	19969463	19973011	3549	*	23.7299	137	69	1
chr1	19990733	19992941	2209	*	23.9072	97	79	1
chr1	20126001	20127030	1030	*	20.8478	46	58	4
chr1	20207816	20210968	3153	*	37.5238	42	101	1
chr1	20478566	20478946	381	*	1	3	1	1
chr1	20511769	20513762	1994	*	3.24	25	14	1
chr1	20616920	20618857	1938	*	8.9091	11	31	1
chr1	20669726	20669916	191	*	3	2	3	3
chr1	20692356	20693911	1556	*	6.7647	17	18	1
chr1	20809344	20815112	5769	*	22.3203	128	100	1
chr1	20820349	20821164	816	*	1	2	1	1
chr1	20833370	20835519	2150	*	12.3333	21	29	1
chr1	20877669	20881539	3871	*	28.4516	93	90	1
chr1	20950038	20971020	20983	*	12.0128	78	40	1
chr1	20959042	20962198	3157	*	12.791	67	40	1
chr1	20985862	20989713	3852	*	25.3043	46	67	1
chr1	21022797	21023899	1103	*	13.2	10	25	1
chr1	21043404	21045322	1919	*	17.5641	39	47	1
chr1	21053625	21055304	1680	*	1	6	1	1
chr1	21057036	21060706	3671	*	19.9383	81	67	1
chr1	21110689	21115858	5170	*	21.0886	79	67	1
chr1	21500148	21504860	4713	*	15.1647	85	52	1
chr1	21615084	21618317	3234	*	18.2344	64	44	1
chr1	21670178	21673889	3712	*	26.6456	79	72	1
chr1	21765269	21768244	2976	*	8.1111	9	17	1
chr1	21834493	21838408	3916	*	26.7619	42	58	1
chr1	21948150	21949934	1785	*	23.6182	55	54	1
chr1	21948581	21948959	379	*	31.3462	26	54	1
chr1	21949173	21949534	362	*	1	5	1	1
chr1	21977338	21979354	2017	*	7.88	25	12	1
chr1	21978647	21978862	216	*	4	4	7	1
chr1	21985746	21986470	725	*	15.8421	19	35	1
chr1	21994243	21997510	3268	*	23.0727	55	65	1
chr1	22107291	22111331	4041	*	6.7857	14	18	1
chr1	22140578	22141275	698	*	22.88	25	54	1
chr1	22262472	22263671	1200	*	20.5	10	32	9
chr1	22264131	22264451	321	*	11.625	16	25	1
chr1	22350055	22353827	3773	*	6.5455	11	21	1
chr1	22378137	22381487	3351	*	31.9783	46	82	1
chr1	22467242	22469584	2343	*	43.2653	98	80	1
chr1	22470219	22470514	296	*	12.3333	6	35	1
chr1	22646912	22648532	1621	*	1	1	1	1
chr1	22777423	22780425	3003	*	17.1923	26	46	1
chr1	22889518	22889847	330	*	43	26	106	11
chr1	22890213	22890815	603	*	23.8182	11	71	1
chr1	22904880	22906184	1305	*	1	1	1	1
chr1	23036695	23037183	489	*	34.3514	37	62	1
chr1	23037592	23038624	1033	*	38.1667	54	59	9
chr1	23344476	23348824	4349	*	13.7568	37	38	1
chr1	23492476	23496771	4296	*	24.7333	75	62	1
chr1	23503724	23504919	1196	*	32.4333	30	66	3
chr1	23541986	23545428	3443	*	10.7302	63	41	1
chr1	23667834	23672644	4811	*	22.4184	98	62	2
chr1	23693436	23697008	3573	*	6.2791	43	42	1
chr1	23730273	23730524	252	*	12.5	2	23	2
chr1	23750480	23752105	1626	*	17.2308	39	41	1
chr1	23808579	23812496	3918	*	34.9825	57	114	1
chr1	23856023	23859075	3053	*	23.9259	81	67	1
chr1	23879771	23887601	7831	*	34.52	100	91	1
chr1	23894038	23895918	1881	*	1.4	10	4	1
chr1	23894337	23894470	134	*	1	2	1	1
chr1	23894603	23895582	980	*	1.4286	7	4	1
chr1	24017206	24022071	4866	*	24.125	8	60	1
chr1	24068343	24072265	3923	*	21.7639	72	70	1
chr1	24116213	24120055	3843	*	27.2857	14	73	1
chr1	24125004	24129019	4016	*	8.1739	23	31	1
chr1	24150623	24152595	1973	*	4.6154	13	13	1
chr1	24164462	24165054	593	*	9	1	9	9
chr1	24193615	24195458	1844	*	25.8409	44	56	1
chr1	24228836	24230171	1336	*	19.5	18	27	1
chr1	24263004	24263858	855	*	1	1	1	1
chr1	24284517	24288676	4160	*	27.3699	73	94	2
chr1	24303167	24308233	5067	*	10	11	21	2
chr1	24476838	24477802	965	*	1	1	1	1
chr1	24512218	24515380	3163	*	17.3171	41	38	1
chr1	24645673	24646319	647	*	3.2	5	9	1
chr1	24647818	24649880	2063	*	28.0484	62	60	1
chr1	24739448	24740500	1053	*	1.6154	13	3	1
chr1	24741217	24743580	2364	*	18.25	8	47	10
chr1	24827599	24831165	3567	*	25.3542	96	63	1
chr1	24881879	24882613	735	*	29.9	10	52	4
chr1	24882755	24882913	159	*	9.6667	6	15	7
chr1	24967354	24972353	5000	*	21.0933	75	86	1
chr1	25071705	25073768	2064	*	21.8539	89	80	1
chr1	25174284	25175886	1603	*	11.625	32	32	1
chr1	25248522	25266153	17632	*	15.9176	170	52	1
chr1	25255386	25256341	956	*	17.8125	32	43	1
chr1	25256787	25257260	474	*	10.4667	30	51	1
chr1	25257382	25257647	266	*	6.3333	3	17	1
chr1	25257775	25257978	204	*	9.2143	14	26	1
chr1	25258093	25258877	785	*	15.3571	14	19	1
chr1	25258289	25258523	235	*	16.5	12	19	1
chr1	25557271	25560841	3571	*	13.0455	22	41	1
chr1	25565645	25567666	2022	*	1.5	4	3	1
chr1	25571638	25575734	4097	*	15.6	90	54	1
chr1	25592595	25594745	2151	*	35	5	35	35
chr1	25662424	25666978	4555	*	17.4595	37	40	2
chr1	25755282	25759437	4156	*	21.1053	114	71	1
chr1	25869673	25871659	1987	*	33.381	63	132	1
chr1	25891677	25896960	5284	*	1.5625	16	4	1
chr1	25941336	25946065	4730	*	17.2128	141	70	1
chr1	26126417	26126553	137	*	76.1818	11	104	53
chr1	26126884	26127774	891	*	59.6667	6	61	53
chr1	26144593	26148733	4141	*	23.5085	59	59	1
chr1	26184068	26187384	3317	*	10.8214	28	17	4
chr1	26200509	26203862	3354	*	15.6875	32	45	1
chr1	26230047	26234547	4501	*	22.15	60	71	1
chr1	26247870	26251172	3303	*	27.0317	63	65	2
chr1	26360509	26363525	3017	*	4.2083	24	6	1
chr1	26372151	26372363	213	*	4	2	4	4
chr1	26372630	26373463	834	*	17.5517	29	46	1
chr1	26436450	26440110	3661	*	17.3382	68	82	1
chr1	26480958	26484304	3347	*	1.5	6	2	1
chr1	26486858	26489870	3013	*	21.98	50	65	1
chr1	26490016	26493015	3000	*	15.5741	54	62	1
chr1	26495691	26497602	1912	*	3.9	20	17	1
chr1	26503990	26504199	210	*	25.6667	6	44	7
chr1	26551082	26553402	2321	*	25.8947	19	73	1
chr1	26559350	26562983	3634	*	50.4	25	96	15
chr1	26604848	26609658	4811	*	33.9062	32	88	1
chr1	26661221	26664252	3032	*	14.8571	35	34	1
chr1	26685260	26688298	3039	*	5.8125	32	15	1
chr1	26734462	26742560	8099	*	16.5625	32	53	1
chr1	26757307	26760543	3237	*	1	6	1	1
chr1	26796184	26801456	5273	*	18.4815	27	60	1
chr1	26825935	26829173	3239	*	19.22	50	56	1
chr1	26855046	26859440	4395	*	35.5941	101	102	1
chr1	26944698	26949338	4641	*	22.5385	39	75	1
chr1	27017871	27028826	10956	*	15.6667	132	54	1
chr1	27112795	27116690	3896	*	31.5135	37	63	2
chr1	27151910	27155059	3150	*	20.7927	82	96	1
chr1	27190044	27193063	3020	*	16.0909	33	41	1
chr1	27215369	27217554	2186	*	18.0968	31	43	1
chr1	27224909	27228461	3553	*	1.1875	16	2	1
chr1	27246985	27250426	3442	*	27.0256	39	74	1
chr1	27284763	27288483	3721	*	24.3636	44	62	1
chr1	27319102	27323197	4096	*	20.1167	60	92	1
chr1	27333182	27340307	7126	*	32.4468	47	142	1
chr1	27358211	27358348	138	*	4.6	5	19	1
chr1	27480461	27482135	1675	*	16.6667	6	26	4
chr1	27559615	27563325	3711	*	8.3774	53	22	1
chr1	27647505	27650683	3179	*	11.7647	17	19	1
chr1	27664765	27729681	64917	*	17.0717	265	79	1
chr1	27668483	27668762	280	*	2.5	4	4	1
chr1	27674712	27679260	4549	*	21.7971	69	79	1
chr1	27683904	27684097	194	*	5.3333	6	12	2
chr1	27686107	27688093	1987	*	22.68	25	77	1
chr1	27691216	27694804	3589	*	21.3922	51	71	1
chr1	27717302	27720789	3488	*	12.7222	36	49	1
chr1	27815425	27817276	1852	*	8.2692	26	13	1
chr1	27851317	27856417	5101	*	17.5625	32	67	1
chr1	27893949	27899778	5830	*	15.5152	33	34	1
chr1	27900899	27903309	2411	*	13.325	40	47	1
chr1	27914786	27946976	32191	*	21.08	125	75	1
chr1	27919281	27920976	1696	*	1.6667	3	3	1
chr1	27927561	27934623	7063	*	25.5172	87	75	1
chr1	27941258	27942329	1072	*	15.3333	21	56	1
chr1	27960206	27961972	1767	*	15.6111	54	62	1
chr1	27985770	27986565	796	*	38.3421	38	76	3
chr1	27998524	27999239	716	*	3	2	3	3
chr1	28051160	28054373	3214	*	17.8696	23	55	8
chr1	28098230	28101503	3274	*	12.4074	27	37	1
chr1	28156251	28159534	3284	*	19.8667	30	48	3
chr1	28198581	28200448	1868	*	26.2581	31	55	1
